   0.0000000e+00   1.5000000e+01
   5.0000000e-01   1.1750000e+01
   1.0000000e+00   8.5000000e+00
   1.5000000e+00   5.2500000e+00
   2.0000000e+00   2.0000000e+00
   2.5000000e+00  -1.2500000e+00
   3.0000000e+00  -4.5000000e+00
   3.5000000e+00  -7.7500000e+00
   4.0000000e+00  -1.1000000e+01
   4.5000000e+00  -1.4250000e+01
   5.0000000e+00  -1.7500000e+01
   5.5000000e+00  -2.0750000e+01
   6.0000000e+00  -2.4000000e+01
   6.5000000e+00  -2.7250000e+01
   7.0000000e+00  -3.0500000e+01
   7.5000000e+00  -3.3750000e+01
   8.0000000e+00  -3.7000000e+01
   8.5000000e+00  -4.0250000e+01
   9.0000000e+00  -4.3500000e+01
   9.5000000e+00  -4.6750000e+01
   1.0000000e+01  -5.0000000e+01
   1.0500000e+01  -5.3250000e+01
   1.1000000e+01  -5.6500000e+01
   1.1500000e+01  -5.6500000e+01
   1.2000000e+01  -5.6500000e+01
   1.2500000e+01  -5.6500000e+01
   1.3000000e+01  -5.6500000e+01
   1.3500000e+01  -5.6500000e+01
   1.4000000e+01  -5.6500000e+01
   1.4500000e+01  -5.6500000e+01
   1.5000000e+01  -5.6500000e+01
   1.5500000e+01  -5.6500000e+01
   1.6000000e+01  -5.6500000e+01
   1.6500000e+01  -5.6500000e+01
   1.7000000e+01  -5.6500000e+01
   1.7500000e+01  -5.6500000e+01
   1.8000000e+01  -5.6500000e+01
   1.8500000e+01  -5.6500000e+01
   1.9000000e+01  -5.6500000e+01
   1.9500000e+01  -5.6500000e+01
   2.0000000e+01  -5.6500000e+01
   2.0500000e+01  -5.6000000e+01
   2.1000000e+01  -5.5500000e+01
   2.1500000e+01  -5.5000000e+01
   2.2000000e+01  -5.4500000e+01
   2.2500000e+01  -5.4000000e+01
   2.3000000e+01  -5.3500000e+01
   2.3500000e+01  -5.3000000e+01
   2.4000000e+01  -5.2500000e+01
   2.4500000e+01  -5.2000000e+01
   2.5000000e+01  -5.1500000e+01
   2.5500000e+01  -5.1000000e+01
   2.6000000e+01  -5.0500000e+01
   2.6500000e+01  -5.0000000e+01
   2.7000000e+01  -4.9500000e+01
   2.7500000e+01  -4.9000000e+01
   2.8000000e+01  -4.8500000e+01
   2.8500000e+01  -4.8000000e+01
   2.9000000e+01  -4.7500000e+01
   2.9500000e+01  -4.7000000e+01
   3.0000000e+01  -4.6500000e+01
   3.0500000e+01  -4.6000000e+01
   3.1000000e+01  -4.5500000e+01
   3.1500000e+01  -4.5000000e+01
   3.2000000e+01  -4.4500000e+01
   3.2500000e+01  -4.3100000e+01
   3.3000000e+01  -4.1700000e+01
   3.3500000e+01  -4.0300000e+01
   3.4000000e+01  -3.8900000e+01
   3.4500000e+01  -3.7500000e+01
   3.5000000e+01  -3.6100000e+01
   3.5500000e+01  -3.4700000e+01
   3.6000000e+01  -3.3300000e+01
   3.6500000e+01  -3.1900000e+01
   3.7000000e+01  -3.0500000e+01
   3.7500000e+01  -2.9100000e+01
   3.8000000e+01  -2.7700000e+01
   3.8500000e+01  -2.6300000e+01
   3.9000000e+01  -2.4900000e+01
   3.9500000e+01  -2.3500000e+01
   4.0000000e+01  -2.2100000e+01
   4.0500000e+01  -2.0700000e+01
   4.1000000e+01  -1.9300000e+01
   4.1500000e+01  -1.7900000e+01
   4.2000000e+01  -1.6500000e+01
   4.2500000e+01  -1.5100000e+01
   4.3000000e+01  -1.3700000e+01
   4.3500000e+01  -1.2300000e+01
   4.4000000e+01  -1.0900000e+01
   4.4500000e+01  -9.5000000e+00
   4.5000000e+01  -8.1000000e+00
   4.5500000e+01  -6.7000000e+00
   4.6000000e+01  -5.3000000e+00
   4.6500000e+01  -3.9000000e+00
   4.7000000e+01  -2.5000000e+00
   4.7500000e+01  -2.5000000e+00
   4.8000000e+01  -2.5000000e+00
   4.8500000e+01  -2.5000000e+00
   4.9000000e+01  -2.5000000e+00
   4.9500000e+01  -2.5000000e+00
   5.0000000e+01  -2.5000000e+00
   5.0500000e+01  -2.5000000e+00
   5.1000000e+01  -2.5000000e+00
